#,ID,NAME,EQUATION,EC-NUMBER,GENE ASSOCIATION,LOWER BOUND,UPPER BOUND,OBJECTIVE,COMPARTMENT,MIRIAM,SUBSYSTEM,REPLACEMENT ID,NOTE,REFERENCE,CONFIDENCE SCORE
,MAR03905,,ethanol[c] + NAD+[c] => acetaldehyde[c] + H+[c] + NADH[c],1.1.1.1;1.1.1.71,Adh1 or Adh4 or Adh5 or Adh6b or Adh7 or Adhfe1 or Zadh2,,,,,,Glycolysis / Gluconeogenesis,,,PMID:10868354;PMID:12491384;PMID:12818203;PMID:14674758;PMID:15289102;PMID:15299346;PMID:15327949;PMID:15682493;PMID:15713978,0
,MAR02859,,CoA[r] + octadecatrienoylcarnitine[r] <=> L-carnitine[r] + linolenoyl-CoA[r],2.3.1.7,Crat,,,,,,Carnitine shuttle (endoplasmic reticular),,,,0
,MAR02861,,"(6Z,9Z,12Z,15Z)-octadecatetraenoylcarnitine[c] + L-carnitine[r] <=> (6Z,9Z,12Z,15Z)-octadecatetraenoylcarnitine[r] + L-carnitine[c]",,Slc22a5,,,,,,Carnitine shuttle (endoplasmic reticular),,,,0
,MAR02862,,"(6Z,9Z,12Z,15Z)-octadecatetraenoyl-CoA[r] + L-carnitine[r] <=> (6Z,9Z,12Z,15Z)-octadecatetraenoylcarnitine[r] + CoA[r]",2.3.1.7,Crat,,,,,,Carnitine shuttle (endoplasmic reticular),,,,0
,MAR02863,,"(8Z,11Z,14Z,17Z)-eicosatetraenoylcarnitine[c] + L-carnitine[r] <=> (8Z,11Z,14Z,17Z)-eicosatetraenoylcarnitine[r] + L-carnitine[c]",,Slc22a5,,,,,,Carnitine shuttle (endoplasmic reticular),,,,0
,MAR02864,,"(8Z,11Z,14Z,17Z)-eicosatetraenoyl-CoA[r] + L-carnitine[r] <=> (8Z,11Z,14Z,17Z)-eicosatetraenoylcarnitine[r] + CoA[r]",2.3.1.7,Crat,,,,,,Carnitine shuttle (endoplasmic reticular),,,,0
,MAR02865,,"(5Z,8Z,11Z,14Z,17Z)-eicosapentaenoylcarnitine[c] + L-carnitine[r] <=> (5Z,8Z,11Z,14Z,17Z)-eicosapentaenoylcarnitine[r] + L-carnitine[c]",,Slc22a5,,,,,,Carnitine shuttle (endoplasmic reticular),,,,0
,MAR02866,,"(5Z,8Z,11Z,14Z,17Z)-eicosapentaenoyl-CoA[r] + L-carnitine[r] <=> (5Z,8Z,11Z,14Z,17Z)-eicosapentaenoylcarnitine[r] + CoA[r]",2.3.1.7,Crat,,,,,,Carnitine shuttle (endoplasmic reticular),,,,0
,MAR02867,,"(7Z,10Z,13Z,16Z,19Z)-docosapentaenoylcarnitine[c] + L-carnitine[r] <=> (7Z,10Z,13Z,16Z,19Z)-docosapentaenoylcarnitine[r] + L-carnitine[c]",,Slc22a5,,,,,,Carnitine shuttle (endoplasmic reticular),,,,0
,MAR02868,,"(7Z,10Z,13Z,16Z,19Z)-docosapentaenoyl-CoA[r] + L-carnitine[r] <=> (7Z,10Z,13Z,16Z,19Z)-docosapentaenoylcarnitine[r] + CoA[r]",2.3.1.7,Crat,,,,,,Carnitine shuttle (endoplasmic reticular),,,,0
,MAR02869,,docosahexaenoylcarnitine[r] + L-carnitine[c] <=> docosahexaenoylcarnitine[c] + L-carnitine[r],,Slc22a5,,,,,,Carnitine shuttle (endoplasmic reticular),,,,0
,MAR02870,,"(4Z,7Z,10Z,13Z,16Z,19Z)-docosahexaenoyl-CoA[r] + L-carnitine[r] <=> CoA[r] + docosahexaenoylcarnitine[r]",2.3.1.7,Crat,,,,,,Carnitine shuttle (endoplasmic reticular),,,,0
,MAR02871,,"(11Z,14Z,17Z)-eicosatrienoylcarnitine[c] + L-carnitine[r] <=> (11Z,14Z,17Z)-eicosatrienoylcarnitine[r] + L-carnitine[c]",,Slc22a5,,,,,,Carnitine shuttle (endoplasmic reticular),,,,0
,MAR02872,,"(11Z,14Z,17Z)-eicosatrienoyl-CoA[r] + L-carnitine[r] <=> (11Z,14Z,17Z)-eicosatrienoylcarnitine[r] + CoA[r]",2.3.1.7,Crat,,,,,,Carnitine shuttle (endoplasmic reticular),,,,0
,MAR02873,,"13,16,19-docosatrienoylcarnitine[c] + L-carnitine[r] <=> 13,16,19-docosatrienoylcarnitine[r] + L-carnitine[c]",,Slc22a5,,,,,,Carnitine shuttle (endoplasmic reticular),,,,0
,MAR02874,,"13,16,19-docosatrienoyl-CoA[r] + L-carnitine[r] <=> 13,16,19-docosatrienoylcarnitine[r] + CoA[r]",2.3.1.7,Crat,,,,,,Carnitine shuttle (endoplasmic reticular),,,,0
,MAR02875,,"10,13,16,19-docosatetraenoylcarnitine[c] + L-carnitine[r] <=> 10,13,16,19-docosatetraenoylcarnitine[r] + L-carnitine[c]",,Slc22a5,,,,,,Carnitine shuttle (endoplasmic reticular),,,,0
,MAR02876,,"10,13,16,19-docosatetraenoyl-CoA[r] + L-carnitine[r] <=> 10,13,16,19-docosatetraenoylcarnitine[r] + CoA[r]",2.3.1.7,Crat,,,,,,Carnitine shuttle (endoplasmic reticular),,,,0
,MAR02878,,"12,15,18,21-tetracosatetraenoylcarnitine[c] + L-carnitine[r] <=> 12,15,18,21-tetracosatetraenoylcarnitine[r] + L-carnitine[c]",,Slc22a5,,,,,,Carnitine shuttle (endoplasmic reticular),,,,0
,MAR02879,,"12,15,18,21-tetracosatetraenoyl-CoA[r] + L-carnitine[r] <=> 12,15,18,21-tetracosatetraenoylcarnitine[r] + CoA[r]",2.3.1.7,Crat,,,,,,Carnitine shuttle (endoplasmic reticular),,,,0
,MAR02880,,L-carnitine[c] + linoleic-carnitine[r] <=> L-carnitine[r] + linoleic-carnitine[c],,Slc22a5,,,,,,Carnitine shuttle (endoplasmic reticular),,,,0
,MAR02882,,CoA[r] + linoleic-carnitine[r] <=> L-carnitine[r] + linoleoyl-CoA[r],2.3.1.7,Crat,,,,,,Carnitine shuttle (endoplasmic reticular),,,,0
,MAR02884,,gamma-linolenoylcarnitine[r] + L-carnitine[c] <=> gamma-linolenoylcarnitine[c] + L-carnitine[r],,Slc22a5,,,,,,Carnitine shuttle (endoplasmic reticular),,,,0
,MAR02886,,CoA[r] + gamma-linolenoylcarnitine[r] <=> gamma-linolenoyl-CoA[r] + L-carnitine[r],2.3.1.7,Crat,,,,,,Carnitine shuttle (endoplasmic reticular),,,,0
,MAR02888,,eicosatrienoylcarnitine[r] + L-carnitine[c] <=> eicosatrienoylcarnitine[c] + L-carnitine[r],,Slc22a5,,,,,,Carnitine shuttle (endoplasmic reticular),,,,0
,MAR02890,,CoA[r] + eicosatrienoylcarnitine[r] <=> dihomo-gamma-linolenoyl-CoA[r] + L-carnitine[r],2.3.1.7,Crat,,,,,,Carnitine shuttle (endoplasmic reticular),,,,0
,MAR02892,,arachidonyl-carnitine[r] + L-carnitine[c] <=> arachidonyl-carnitine[c] + L-carnitine[r],,Slc22a5,,,,,,Carnitine shuttle (endoplasmic reticular),,,,0
,MAR02894,,arachidonyl-carnitine[r] + CoA[r] <=> arachidonyl-CoA[r] + L-carnitine[r],2.3.1.7,Crat,,,,,,Carnitine shuttle (endoplasmic reticular),,,,0
,MAR02896,,L-carnitine[c] + ocosatetraenoylcarnitine[r] <=> L-carnitine[r] + ocosatetraenoylcarnitine[c],,Slc22a5,,,,,,Carnitine shuttle (endoplasmic reticular),,,,0
,MAR02897,,"(7Z,10Z,13Z,16Z)-docosatetraenoyl-CoA[r] + L-carnitine[r] <=> CoA[r] + ocosatetraenoylcarnitine[r]",2.3.1.7,Crat,,,,,,Carnitine shuttle (endoplasmic reticular),,,,0
,MAR02898,,"(4Z,7Z,10Z,13Z,16Z)-docosapentaenoylcarnitine[c] + L-carnitine[r] <=> (4Z,7Z,10Z,13Z,16Z)-docosapentaenoylcarnitine[r] + L-carnitine[c]",,Slc22a5,,,,,,Carnitine shuttle (endoplasmic reticular),,,,0
,MAR02899,,"(4Z,7Z,10Z,13Z,16Z)-docosapentaenoyl-CoA[r] + L-carnitine[r] <=> (4Z,7Z,10Z,13Z,16Z)-docosapentaenoylcarnitine[r] + CoA[r]",2.3.1.7,Crat,,,,,,Carnitine shuttle (endoplasmic reticular),,,,0
,MAR02900,,eicosadienoylcarnitine[r] + L-carnitine[c] <=> eicosadienoylcarnitine[c] + L-carnitine[r],,Slc22a5,,,,,,Carnitine shuttle (endoplasmic reticular),,,,0
,MAR02901,,"(11Z,14Z)-eicosadienoyl-CoA[r] + L-carnitine[r] <=> CoA[r] + eicosadienoylcarnitine[r]",2.3.1.7,Crat,,,,,,Carnitine shuttle (endoplasmic reticular),,,,0
,MAR02902,,"(13Z,16Z)-docosadienoylcarnitine[c] + L-carnitine[r] <=> (13Z,16Z)-docosadienoylcarnitine[r] + L-carnitine[c]",,Slc22a5,,,,,,Carnitine shuttle (endoplasmic reticular),,,,0
,MAR02903,,"(13Z,16Z)-docosadienoyl-CoA[r] + L-carnitine[r] <=> (13Z,16Z)-docosadienoylcarnitine[r] + CoA[r] + H+[r]",2.3.1.7,Crat,,,,,,Carnitine shuttle (endoplasmic reticular),,,,0
,MAR02904,,"10,13,16-docosatrienoylcarnitine[c] + L-carnitine[r] <=> 10,13,16-docosatrienoylcarnitine[r] + L-carnitine[c]",,Slc22a5,,,,,,Carnitine shuttle (endoplasmic reticular),,,,0
,MAR02905,,"10,13,16-docosatrienoyl-CoA[r] + L-carnitine[r] <=> 10,13,16-docosatrienoylcarnitine[r] + CoA[r]",2.3.1.7,Crat,,,,,,Carnitine shuttle (endoplasmic reticular),,,,0
,MAR02906,,CoA[c] + tricosanoylcarnitine[c] <=> L-carnitine[c] + tricosanoyl-CoA[c],2.3.1.21,Cpt1a or Cpt1b or Cpt1c,,,,,,Carnitine shuttle (endoplasmic reticular),,,,0
,MAR02907,,L-carnitine[c] + tricosanoylcarnitine[r] <=> L-carnitine[r] + tricosanoylcarnitine[c],,Slc22a5,,,,,,Carnitine shuttle (endoplasmic reticular),,,,0
,MAR02908,,CoA[r] + tricosanoylcarnitine[r] <=> L-carnitine[r] + tricosanoyl-CoA[r],2.3.1.7,Crat,,,,,,Carnitine shuttle (endoplasmic reticular),,,,0
,MAR02909,,CoA[c] + tetracosanoylcarnitine[c] <=> L-carnitine[c] + tetracosanoyl-CoA[c],2.3.1.21,Cpt1a or Cpt1b or Cpt1c,,,,,,Carnitine shuttle (endoplasmic reticular),,,,0
,MAR02910,,L-carnitine[c] + tetracosanoylcarnitine[r] <=> L-carnitine[r] + tetracosanoylcarnitine[c],,Slc22a5,,,,,,Carnitine shuttle (endoplasmic reticular),,,,0
,MAR02911,,CoA[r] + tetracosanoylcarnitine[r] <=> L-carnitine[r] + tetracosanoyl-CoA[r],2.3.1.7,Crat,,,,,,Carnitine shuttle (endoplasmic reticular),,,,0
,MAR02912,,(15Z)-tetracosenoyl-CoA[c] + L-carnitine[c] <=> (15Z)-tetracosenoylcarnitine[c] + CoA[c],2.3.1.21,Cpt1a or Cpt1b or Cpt1c,,,,,,Carnitine shuttle (endoplasmic reticular),,,,0
,MAR02913,,(15Z)-tetracosenoylcarnitine[c] + L-carnitine[r] <=> (15Z)-tetracosenoylcarnitine[r] + L-carnitine[c],,Slc22a5,,,,,,Carnitine shuttle (endoplasmic reticular),,,,0
,MAR02914,,(15Z)-tetracosenoyl-CoA[r] + L-carnitine[r] <=> (15Z)-tetracosenoylcarnitine[r] + CoA[r],2.3.1.7,Crat,,,,,,Carnitine shuttle (endoplasmic reticular),,,,0
,MAR02915,,CoA[c] + hexacosanoylcarnitine[c] <=> hexacosanoyl-CoA[c] + L-carnitine[c],2.3.1.21,Cpt1a or Cpt1b or Cpt1c,,,,,,Carnitine shuttle (endoplasmic reticular),,,,0
,MAR02916,,hexacosanoylcarnitine[r] + L-carnitine[c] <=> hexacosanoylcarnitine[c] + L-carnitine[r],,Slc22a5,,,,,,Carnitine shuttle (endoplasmic reticular),,,,0
,MAR02917,,CoA[r] + hexacosanoylcarnitine[r] <=> hexacosanoyl-CoA[r] + L-carnitine[r],2.3.1.7,Crat,,,,,,Carnitine shuttle (endoplasmic reticular),,,,0
,MAR02918,,CoA[c] + hexacosenoylcarnitine[c] <=> hexacosenoyl-CoA[c] + L-carnitine[c],2.3.1.21,Cpt1a or Cpt1b or Cpt1c,,,,,,Carnitine shuttle (endoplasmic reticular),,,,0
,MAR02919,,hexacosenoylcarnitine[r] + L-carnitine[c] <=> hexacosenoylcarnitine[c] + L-carnitine[r],,Slc22a5,,,,,,Carnitine shuttle (endoplasmic reticular),,,,0
,MAR02920,,CoA[r] + hexacosenoylcarnitine[r] <=> hexacosenoyl-CoA[r] + L-carnitine[r],2.3.1.7,Crat,,,,,,Carnitine shuttle (endoplasmic reticular),,,,0
,MAR02921,,"(9Z,12Z,15Z,18Z,21Z)-tetracosapentaenoyl-CoA[c] + L-carnitine[c] <=> (9Z,12Z,15Z,18Z,21Z)-tetracosapentaenoylcarnitine[c] + CoA[c]",2.3.1.21,Cpt1a or Cpt1b or Cpt1c,,,,,,Carnitine shuttle (endoplasmic reticular),,,,0
,MAR02922,,"(9Z,12Z,15Z,18Z,21Z)-tetracosapentaenoylcarnitine[c] + L-carnitine[r] <=> (9Z,12Z,15Z,18Z,21Z)-tetracosapentaenoylcarnitine[r] + L-carnitine[c]",,Slc22a5,,,,,,Carnitine shuttle (endoplasmic reticular),,,,0
,MAR02923,,"(9Z,12Z,15Z,18Z,21Z)-tetracosapentaenoyl-CoA[r] + L-carnitine[r] <=> (9Z,12Z,15Z,18Z,21Z)-tetracosapentaenoylcarnitine[r] + CoA[r]",2.3.1.7,Crat,,,,,,Carnitine shuttle (endoplasmic reticular),,,,0
,MAR02924,,"(9Z,12Z,15Z,18Z)-tetracosatetraenoyl-CoA[c] + L-carnitine[c] <=> (9Z,12Z,15Z,18Z)-tetracosatetraenoylcarnitine[c] + CoA[c]",2.3.1.21,Cpt1a or Cpt1b or Cpt1c,,,,,,Carnitine shuttle (endoplasmic reticular),,,,0
,MAR02925,,"(9Z,12Z,15Z,18Z)-tetracosatetraenoylcarnitine[c] + L-carnitine[r] <=> (9Z,12Z,15Z,18Z)-tetracosatetraenoylcarnitine[r] + L-carnitine[c]",,Slc22a5,,,,,,Carnitine shuttle (endoplasmic reticular),,,,0
,MAR02926,,"(9Z,12Z,15Z,18Z)-tetracosatetraenoyl-CoA[r] + L-carnitine[r] <=> (9Z,12Z,15Z,18Z)-tetracosatetraenoylcarnitine[r] + CoA[r]",2.3.1.7,Crat,,,,,,Carnitine shuttle (endoplasmic reticular),,,,0
,MAR02927,,"(6Z,9Z,12Z,15Z,18Z)-tetracosapentaenoyl-CoA[c] + L-carnitine[c] <=> (6Z,9Z,12Z,15Z,18Z)-tetracosapentaenoylcarnitine[c] + CoA[c]",2.3.1.21,Cpt1a or Cpt1b or Cpt1c,,,,,,Carnitine shuttle (endoplasmic reticular),,,,0
,MAR02928,,"(6Z,9Z,12Z,15Z,18Z)-tetracosapentaenoylcarnitine[c] + L-carnitine[r] <=> (6Z,9Z,12Z,15Z,18Z)-tetracosapentaenoylcarnitine[r] + L-carnitine[c]",,Slc22a5,,,,,,Carnitine shuttle (endoplasmic reticular),,,,0
,MAR02929,,"(6Z,9Z,12Z,15Z,18Z)-tetracosapentaenoyl-CoA[r] + L-carnitine[r] <=> (6Z,9Z,12Z,15Z,18Z)-tetracosapentaenoylcarnitine[r] + CoA[r]",2.3.1.7,Crat,,,,,,Carnitine shuttle (endoplasmic reticular),,,,0
,MAR02930,,"(6Z,9Z,12Z,15Z,18Z,21Z)-tetracosahexaenoyl-CoA[c] + L-carnitine[c] <=> (6Z,9Z,12Z,15Z,18Z,21Z)-tetracosahexaenoylcarnitine[c] + CoA[c]",2.3.1.21,Cpt1a or Cpt1b or Cpt1c,,,,,,Carnitine shuttle (endoplasmic reticular),,,,0
,MAR02931,,"(6Z,9Z,12Z,15Z,18Z,21Z)-tetracosahexaenoylcarnitine[c] + L-carnitine[r] <=> (6Z,9Z,12Z,15Z,18Z,21Z)-tetracosahexaenoylcarnitine[r] + L-carnitine[c]",,Slc22a5,,,,,,Carnitine shuttle (endoplasmic reticular),,,,0
,MAR02932,,"(6Z,9Z,12Z,15Z,18Z,21Z)-tetracosahexaenoyl-CoA[r] + L-carnitine[r] <=> (6Z,9Z,12Z,15Z,18Z,21Z)-tetracosahexaenoylcarnitine[r] + CoA[r]",2.3.1.7,Crat,,,,,,Carnitine shuttle (endoplasmic reticular),,,,0
,MAR00001,,chylomicron[s] => chylomicron remnant[s] + 77243 TAG-chylomicron pool[s],3.1.1.34;3.1.1.23,Abhd12 or Abhd6 or Gpihbp1 or Hspg2 or Lpl or Mgll or Sdc1,,,,,,Acylglycerides metabolism,,,PMID:3942763;PMID:1279089;PMID:5057882;PMID:8728311;PMID:16200213,0
,MAR00002,,"H2O[s] + TAG-chylomicron pool[s] => 1,2-diacylglycerol-chylomicron pool[s] + fatty acid-chylomicron pool[s]",3.1.1.34,Lpl,,,,,,Acylglycerides metabolism,,,,0
,MAR00003,,"1,2-diacylglycerol-chylomicron pool[s] + H2O[s] => 1-acylglycerol-chylomicron pool[s] + fatty acid-chylomicron pool[s]",3.1.1.3,Aadac or Cel or Dagla or Daglb or Lipc or Lipe or Lipf or Lipg or Pnlip or Pnliprp1 or Pnliprp2 or Pnpla2 or Pnpla3,,,,,,Acylglycerides metabolism,,,PMID:11040182;PMID:1379598;PMID:11812220;PMID:15224187,0
,MAR00005,,1-acylglycerol-chylomicron pool[c] + H2O[c] => glycerol[c] + fatty acid-chylomicron pool[c],3.1.1.23,Abhd12 or Abhd6 or Mgll,,,,,,Acylglycerides metabolism,,,PMID:2318975;PMID:15272052;PMID:8526865;PMID:889853;PMID:9341166;,0
,MAR00449,,FAD[m] + sn-glycerol-3-phosphate[m] => DHAP[m] + FADH2[m],1.1.5.3,Gpd2,,,,,,Acylglycerides metabolism,,,PMID:7821823;PMID:8687421;PMID:8163052,0
,MAR00604,,"1,2-diacylglycerol-LD-TAG pool[c] + ATP[c] => ADP[c] + H+[c] + phosphatidate-LD-TAG pool[c]",2.7.1.107,Dgka or Dgkb or Dgkd or Dgke or Dgkg or Dgkh or Dgki or Dgkk or Dgkq or Dgkz,,,,,,Acylglycerides metabolism,,,,0
,MAR00605,,"1,2-diacylglycerol-LD-TAG pool[c] + acyl-CoA pool[c] => CoA[c] + TAG-LD pool[c]",2.3.1.20;2.3.1.22,Dgat1 or Dgat2 or Mogat1 or Mogat2,,,,,,Acylglycerides metabolism,,,PMID:9789033,0
,MAR00665,,"H2O[c] + TAG-LD pool[c] => 1,2-diacylglycerol-LD-TAG pool[c] + H+[c] + fatty acid pool[c]",3.1.1.3,Aadac or Cel or Dagla or Daglb or Lipc or Lipe or Lipf or Lipg or Pnlip or Pnliprp1 or Pnliprp2 or Pnpla2 or Pnpla3,,,,,,Acylglycerides metabolism,,,PMID:11812220;PMID:15224187,0
,MAR00667,,"1,2-diacylglycerol-LD-TAG pool[c] + H2O[c] => 1-acylglycerol-LD-TG1 pool[c] + H+[c] + fatty acid pool[c]",3.1.1.3,Aadac or Cel or Dagla or Daglb or Lipc or Lipe or Lipf or Lipg or Pnlip or Pnliprp1 or Pnliprp2 or Pnpla2 or Pnpla3,,,,,,Acylglycerides metabolism,,,PMID:11812220;PMID:15224187,0
,MAR00668,,"1,2-diacylglycerol-LD-PI pool[c] + H2O[c] => 1-acylglycerol-LD-PI pool[c] + H+[c] + fatty acid pool[c]",3.1.1.3,Aadac or Cel or Dagla or Daglb or Lipc or Lipe or Lipf or Lipg or Pnlip or Pnliprp1 or Pnliprp2 or Pnpla2 or Pnpla3,,,,,,Acylglycerides metabolism,,,PMID:11812220;PMID:15224187,0
,MAR00669,,"1,2-diacylglycerol-LD-PC pool[c] + H2O[c] => 1-acylglycerol-LD-PC pool[c] + H+[c] + fatty acid pool[c]",3.1.1.3,Aadac or Cel or Dagla or Daglb or Lipc or Lipe or Lipf or Lipg or Pnlip or Pnliprp1 or Pnliprp2 or Pnpla2 or Pnpla3,,,,,,Acylglycerides metabolism,,,PMID:11812220;PMID:15224187,0
,MAR00670,,"1,2-diacylglycerol-LD-PE pool[c] + H2O[c] => 1-acylglycerol-LD-PE pool[c] + H+[c] + fatty acid pool[c]",3.1.1.3,Aadac or Cel or Dagla or Daglb or Lipc or Lipe or Lipf or Lipg or Pnlip or Pnliprp1 or Pnliprp2 or Pnpla2 or Pnpla3,,,,,,Acylglycerides metabolism,,,PMID:11812220;PMID:15224187,0
,MAR00671,,"1,2-diacylglycerol-LD-PS pool[c] + H2O[c] => 1-acylglycerol-LD-PS pool[c] + H+[c] + fatty acid pool[c]",3.1.1.3,Aadac or Cel or Dagla or Daglb or Lipc or Lipe or Lipf or Lipg or Pnlip or Pnliprp1 or Pnliprp2 or Pnpla2 or Pnpla3,,,,,,Acylglycerides metabolism,,,PMID:11812220;PMID:15224187,0
,MAR00672,,"1,2-diacylglycerol-LD-SM pool[c] + H2O[c] => 1-acylglycerol-LD-SM pool[c] + H+[c] + fatty acid pool[c]",3.1.1.3,Aadac or Cel or Dagla or Daglb or Lipc or Lipe or Lipf or Lipg or Pnlip or Pnliprp1 or Pnliprp2 or Pnpla2 or Pnpla3,,,,,,Acylglycerides metabolism,,,PMID:11812220;PMID:15224187,0
,MAR00679,,1-acylglycerol-LD-TG1 pool[c] + H2O[c] => glycerol[c] + H+[c] + fatty acid pool[c],3.1.1.23,Abhd12 or Abhd6 or Mgll,,,,,,Acylglycerides metabolism,,,PMID:15272052;PMID:8526865;PMID:889853;PMID:9341166,0
,MAR00680,,1-acylglycerol-LD-PC pool[c] + H2O[c] => glycerol[c] + H+[c] + fatty acid pool[c],3.1.1.23,Abhd12 or Abhd6 or Mgll,,,,,,Acylglycerides metabolism,,,PMID:15272052;PMID:8526865;PMID:889853;PMID:9341166,0
,MAR00681,,1-acylglycerol-LD-PE pool[c] + H2O[c] => glycerol[c] + H+[c] + fatty acid pool[c],3.1.1.23,Abhd12 or Abhd6 or Mgll,,,,,,Acylglycerides metabolism,,,PMID:15272052;PMID:8526865;PMID:889853;PMID:9341166,0
,MAR00682,,1-acylglycerol-LD-PS pool[c] + H2O[c] => glycerol[c] + H+[c] + fatty acid pool[c],3.1.1.23,Abhd12 or Abhd6 or Mgll,,,,,,Acylglycerides metabolism,,,PMID:15272052;PMID:8526865;PMID:889853;PMID:9341166,0
,MAR00683,,1-acylglycerol-LD-PI pool[c] + H2O[c] => glycerol[c] + H+[c] + fatty acid pool[c],3.1.1.23,Abhd12 or Abhd6 or Mgll,,,,,,Acylglycerides metabolism,,,PMID:15272052;PMID:8526865;PMID:889853;PMID:9341166,0
,MAR00684,,1-acylglycerol-LD-SM pool[c] + H2O[c] => glycerol[c] + H+[c] + fatty acid pool[c],3.1.1.23,Abhd12 or Abhd6 or Mgll,,,,,,Acylglycerides metabolism,,,PMID:15272052;PMID:8526865;PMID:889853;PMID:9341166,0
,MAR07588,,DHAP[c] + acyl-CoA pool[c] => acylglycerone-phosphate[c] + CoA[c],2.3.1.42,Gnpat,,,,,,Acylglycerides metabolism,,,,0
,MAR03053,,"12,15,18,21-tetracosatetraenoyl-CoA[p] + 11 CoA[p] + 11 H2O[p] + 11 NAD+[p] + 7 O2[p] => 12 acetyl-CoA[p] + 11 H+[p] + 7 H2O2[p] + 11 NADH[p]",,,,,,,,Beta oxidation of even-chain fatty acids (peroxisomal),,,,0
,MAR03057,,hexacosanoyl-CoA[p] + O2[p] => (2E)-hexacosenoyl-CoA[p] + H2O2[p],1.3.3.6,Acox1 or Acox3,,,,,,Beta oxidation of even-chain fatty acids (peroxisomal),,,PMID:7876265;PMID:17458872,0
,MAR03058,,(2E)-hexacosenoyl-CoA[p] + H2O[p] => 3-hydroxyhexacosanoyl-CoA[p],4.2.1.17,Eci1 and Eci2 and Ehhadh and Hadha,,,,,,Beta oxidation of even-chain fatty acids (peroxisomal),,,PMID:16385454;PMID:8902629;PMID:9089413,0
,MAR03059,,3-hydroxyhexacosanoyl-CoA[p] + NAD+[p] => 3-oxohexacosanoyl-CoA[p] + H+[p] + NADH[p],1.1.1.35;1.1.1.211,(Acaa1a or Acaa1b) and Ehhadh and Hsd17b4,,,,,,Beta oxidation of even-chain fatty acids (peroxisomal),,,PMID:16385454;PMID:8902629;PMID:9089413,0
,MAR03060,,3-oxohexacosanoyl-CoA[p] + CoA[p] => acetyl-CoA[p] + tetracosanoyl-CoA[p],2.3.1.16,(Acaa1a or Acaa1b) and Myo5b,,,,,,Beta oxidation of even-chain fatty acids (peroxisomal),,,PMID:1679347,0
,MAR03062,,O2[p] + tetracosanoyl-CoA[p] => (2E)-tetracosenoyl-CoA[p] + H2O2[p],1.3.3.6,Acox1 or Acox3,,,,,,Beta oxidation of even-chain fatty acids (peroxisomal),,,,0
,MAR03063,,(2E)-tetracosenoyl-CoA[p] + H2O[p] => 3-hydroxytetracosanoyl-CoA[p],4.2.1.17,Eci1 and Eci2 and Ehhadh and Hadha,,,,,,Beta oxidation of even-chain fatty acids (peroxisomal),,,,0
,MAR03064,,3-hydroxytetracosanoyl-CoA[p] + NAD+[p] => 3-oxotetracosanoyl-CoA[p] + H+[p] + NADH[p],1.1.1.35;1.1.1.211,(Acaa1a or Acaa1b) and Ehhadh and Hsd17b4,,,,,,Beta oxidation of even-chain fatty acids (peroxisomal),,,,0
,MAR03065,,3-oxotetracosanoyl-CoA[p] + CoA[p] => acetyl-CoA[p] + docosanoyl-CoA[p],2.3.1.16,(Acaa1a or Acaa1b) and Myo5b,,,,,,Beta oxidation of even-chain fatty acids (peroxisomal),,,,0
,MAR03066,,docosanoyl-CoA[p] + O2[p] => (2E)-docosenoyl-CoA[p] + H2O2[p],1.3.3.6,Acox1 or Acox3,,,,,,Beta oxidation of even-chain fatty acids (peroxisomal),,,,0
,MAR03067,,(2E)-docosenoyl-CoA[p] + H2O[p] => 3-hydroxydocosanoyl-CoA[p],4.2.1.17,Eci1 and Eci2 and Ehhadh and Hadha,,,,,,Beta oxidation of even-chain fatty acids (peroxisomal),,,,0
,MAR03068,,3-hydroxydocosanoyl-CoA[p] + NAD+[p] => 3-oxodocosanoyl-CoA[p] + H+[p] + NADH[p],1.1.1.35;1.1.1.211,(Acaa1a or Acaa1b) and Ehhadh and Hsd17b4,,,,,,Beta oxidation of even-chain fatty acids (peroxisomal),,,,0
,MAR03069,,3-oxodocosanoyl-CoA[p] + CoA[p] => acetyl-CoA[p] + eicosanoyl-CoA[p],2.3.1.16,(Acaa1a or Acaa1b) and Myo5b,,,,,,Beta oxidation of even-chain fatty acids (peroxisomal),,,,0
,MAR03070,,eicosanoyl-CoA[p] + O2[p] => (2E)-eicosenoyl-CoA[p] + H2O2[p],1.3.3.6,Acox1 or Acox3,,,,,,Beta oxidation of even-chain fatty acids (peroxisomal),,,,0
,MAR03071,,(2E)-eicosenoyl-CoA[p] + H2O[p] => 3-hydroxyeicosanoyl-CoA[p],4.2.1.17,Eci1 and Eci2 and Ehhadh and Hadha,,,,,,Beta oxidation of even-chain fatty acids (peroxisomal),,,,0
,MAR03072,,3-hydroxyeicosanoyl-CoA[p] + NAD+[p] => 3-oxoeicosanoyl-CoA[p] + H+[p] + NADH[p],1.1.1.35;1.1.1.211,(Acaa1a or Acaa1b) and Ehhadh and Hsd17b4,,,,,,Beta oxidation of even-chain fatty acids (peroxisomal),,,,0
,MAR03073,,3-oxoeicosanoyl-CoA[p] + CoA[p] => acetyl-CoA[p] + stearoyl-CoA[p],2.3.1.16,(Acaa1a or Acaa1b) and Myo5b,,,,,,Beta oxidation of even-chain fatty acids (peroxisomal),,,,0
